ACC_Weekend,Weekend
email_address,support@mavenmachines.com
email_or_phone,"Email or Phone Number"
enter_code,"Enter Your Driver Signup Code"
enter_company_code_hint,"Company Code"
enter_driver_id_hint,"Driver ID"
error_get_trips_connection_failed,"Connection Failed - Check internet connection and try again"
error_get_trips_error_status,"Server Error - Status code = %1$d - Refresh page and try again or contact Maven Support."
error_get_trips_parsing_error,"Unknown response - Refresh page and try again or contact Maven Support"
errors::invalidRequest,"An invalid request was made"
errors::loadingError,"There was an error loading this page."
est_definition,EST
eta_is,"ETA: %1$s"
eventMap,"Switch To Event Map"
explanation_location_services,"Location Services are required for the Maven Co-Pilot™ headset to function."
filters::chips::palletFormat,"%1$s - %1$s pallets"
filters::chips::timeFormat,"{{timeLow, h:mma}} - {{timeHigh, h:mma}}"
filters::chips::weightFormat,"%1$s - %1$s lbs"
filters::completionStatus::all,"All Completion Statuses"
filters::completionStatus::title,"Completion Status"
filters::drivers::all,"All Drivers"
filters::drivers::title,Drivers
filters::header,Filter
filters::misc::endTimeTitle,"Window End Time"
filters::misc::maxValError,"cannot set max less than min"
filters::misc::minValError,"cannot set min greater than max"
filters::misc::openTimeTitle,"Window Start Time"
filters::misc::palletsTitle,Pallets
filters::misc::resetOption,Reset
filters::misc::weightTitle,Weight
filters::noResults,"No results found"
filters::physicalStatus::all,"All Physical Statuses"
filters::physicalStatus::title,"Physical Status"
filters::planningStatus::all,"All Planning Statuses"
filters::planningStatus::loaded,Loaded
filters::planningStatus::planning,Planning
filters::planningStatus::title,"Planning Status"
filters::planningStatus::unplanned,Unplanned
filters::routeStatus::all,"All Route Statuses"
filters::routeStatus::title,"Route Status"
filters::shipmentTags::all,"All Shipment Tags"
filters::shipmentTags::title,"Shipment Tags"
filters::showNonGeocodable,"Show non-geocodable stops"
filters::statusFilter::label,"Filter statuses by"
filters::statusFilter::physicalStatus,"PHYSICAL STATUS"
filters::statusFilter::planningLabel,"PLANNING STATUS"
filters::stopAssignmentStatus::all,"All Assignment Statuses"
filters::stopAssignmentStatus::assigned,"Assigned Stops"
filters::stopAssignmentStatus::staged,"Staged Stops"
filters::stopAssignmentStatus::title,"Assignment Status"
filters::stopAssignmentStatus::unassigned,"Unassigned Stops"
filters::stopType::all,"All Stop Types"
filters::stopType::checkstops,Checkstop
filters::stopType::delivery,"Delivery Stops"
filters::stopType::lunch,"Lunch Stops"
filters::stopType::pickup,"Pickup Stops"
filters::stopType::title,"Stop Type"
filters::toolBar::miscButton,"Misc Filters"
filters::toolBar::miscSectionTitle,"Filter Misc"
filters::toolBar::resetFilters,"Reset Filters"
filters::toolBar::returnToDefault,"Return to Default"
filters::toolBar::routesSectionTitle,"Filter Routes"
filters::toolBar::shipmentsSectionTitle,"Filter Shipments"
filters::toolBar::stopsSectionTitle,"Filter Stops"
filters::vehicles::all,"All Vehicles"
filters::vehicles::title,Vehicles
filters::zones::all,"All Zones"
filters::zones::title,Zones
filters::zones::zoneFilter,"Zone Filter"
finishBreakString,"Finish Break"
forgot_password,"Forgot your Password?"
forgot_password_instructions,"Please enter the mobile number or email associated with your Maven account."
forgot_password_text,"A%1$s has been sent to %2$s with a link to reset your password."
forgot_password_title,"Forgot Password"
gallons_definition,gallons
gallons_short_definition,gal
goOffDutyButtonString,"Go Off Duty"
goOnDutyButtonString,"Go On Duty"
googlePlayService_disabled,"""Cannot Display Maps.\n Google Play Services Are Disabled"""
googlePlayService_notAvailable,"""Cannot Display Maps.\n <a href=""https://play.google.com/store/apps/details?id=com.google.android.gms&hl=en"">Google Play Services</a> Are Not Available"""
googlePlayService_upgradeVersion,"""Cannot Display Maps.\n<a href=""https://play.google.com/store/apps/details?id=com.google.android.gms&hl=en"">Google Play Services</a> Version Update Required"""
greeting,"Hi there!"
grid::holdingArea::canceled,Canceled
grid::holdingArea::checkStopsNoPickup,"Checkstops - No Pickup Needed"
grid::holdingArea::futurePickups,"Future Pickups"
grid::holdingArea::futureStops,"Future Stops"
grid::holdingArea::holdingStops,"Holding Stops"
grid::holdingArea::noStopsFound,"No Stops Found"
grid::holdingArea::rescheduledPickups,"Rescheduled Pickups"
grid::holdingArea::stopsPanel::filterAndSort,"Filter & Sort"
grid::holdingArea::stopsPanel::multiSelect,"Multi Select"
grid::holdingArea::stopsPanel::selectMultipleStops,"You can select multiple stops"
grid::holdingArea::tomorrow,Tomorrow
grid::holdingArea::unassigned,Unassigned
grid::holdingArea::unassignedStops,"Unassigned Stops"
grid::multiRoute::noManifests,"No Manifests"
grid::onDutyTimer,"Weekly ON Duty Timer"
grid::routeGrid::activeRoutes,"Active Routes"
grid::routeGrid::closedRoutes,"Closed Routes"
grid::routeGrid::completedRoutes,"Completed Routes"
grid::routeGrid::createNewRoute,"Create New Route"
grid::routeGrid::noRoutes,"No routes have been added"
grid::routeGrid::planningRoutes,"Planning Routes"
grid::routeGrid::selectDriverName,"Select a driver name to assign stop(s)"
grid::routeGrid::unavailableRoutes,"Unavailable Routes"
grid::routeInstance::deleteRoute,"Delete Route"
grid::routeInstance::hideStops,"Hide Stops"
grid::routeInstance::noStops,"No Stops Added"
grid::routeInstance::stopsHidden,"%1$s hidden stop"
grid::routeInstance::stopsHidden_other,"%1$s hidden stops"
grid::routeInstance::stopsHidden_plural,"%1$s hidden stops"
grid::routeInstance::submittedToDock,"Submitted to Dock"
grid::routeInstanceHeader::loggedIn,"Logged In"
grid::routeInstanceHeader::manifestNum,"Manifest #"
grid::routeInstanceHeader::notLoggedIn,"Not Logged In"
grid::routeInstanceHeader::trailerNum,"Trailer #"
grid::routeInstanceHeader::truckNum,"Truck #"
grid::routeInstanceHeader::unknownVehicle,"Unknown Vehicle"
grid::routeInstanceSummary::currentPallets,"Current pallets"
grid::routeInstanceSummary::lunchNeeded,"Lunch needed"
grid::routeInstanceSummary::projectedPalletsAndWeight,"Projected pallets and weight at completion"
grid::routeInstanceSummary::stopsToGo,"Stops to go"
grid::searchResult,"Search Result %1$s of %1$s"
grid::stagedStopsList::assignAll,"Assign All To Driver"
grid::stagedStopsList::numOfStagedStops,"%1$s Staged Stop"
grid::stagedStopsList::numOfStagedStops_other,"%1$s Staged Stops"
grid::stagedStopsList::numOfStagedStops_plural,"%1$s Staged Stops"
grid::stopsListDroppableArea,"Drop Here to Assign Stops"
grid::unassignedStops::header,"Unassigned Stops"
grid::unassignedStops::hideStops,"Hide Stops"
grid::unassignedStops::noStops,"No Unassigned Stops"
grid::unassignedStops::stopsHidden,"%1$s hidden stop"
grid::unassignedStops::stopsHidden_other,"%1$s hidden stops"
grid::unassignedStops::stopsHidden_plural,"%1$s hidden stops"
hard_brake_speech,"%1$s brake detected. %2$.2f miles per hour per second"
head_bob,HeadBobs:
header::backToSearch,"Back to Search"
header::home,Home
header::home,Home
header::inbound,Inbound
header::inbound,Inbound
header::language,Language
header::loginDropDown::dispatch,Dispatch
header::loginDropDown::logout,Logout
header::loginDropDown::planning,Planning
header::loginDropDown::reportBug,"Report Bug"
header::logout,Logout
header::serviceDesk,"Service Desk"
headsetImageDesc,"Headset Status"
helpImageDescription,Help
helpPageText,"I need help"
helpText,Help
help_support,"Help & Support"
helpers::calendar::daysOfWeek::0,Su
helpers::calendar::daysOfWeek::1,Mo
helpers::calendar::daysOfWeek::2,Tu
helpers::calendar::daysOfWeek::3,We
helpers::calendar::daysOfWeek::4,Th
helpers::calendar::daysOfWeek::5,Fr
helpers::calendar::daysOfWeek::6,Sa
helpers::clearFilter::clearFilterText,"Clear Filter and Scroll to Result"
helpers::clearFilter::loading,Loading...
helpers::overlayReportBug::error,"hm... something went wrong."
helpers::overlayReportBug::reportBugTitle,"Maven has logged an error"
helpers::overlayReportBug::reportText,"Submit report to Maven"
helpers::reportBugForm::bugPlaceholder,"e.g. - When I was trying to assign a stop, the stop card continued to spin for a long time"
helpers::reportBugForm::cancel,Cancel
helpers::reportBugForm::close,Close
helpers::reportBugForm::description,"Tell us what you were doing when the error occurred"
helpers::reportBugForm::header,"Your email address"
helpers::reportBugForm::numOfCharacters,"%1$s/%1$s characters"
helpers::reportBugForm::reportBug,"Report Bug"
helpers::reportBugForm::reportBugTitle,"Report Bug"
helpers::reportBugForm::submit,Submit
helpers::reportBugForm::submitting,Submitting
helpers::reportBugForm::subtitle,"Our team will be notified."
helpers::reportBugForm::successTitle,"Your report has been received."
helpers::searchDropdown::noResults,"No results found"
home,Home
identity_question,"Is this you?"
idle_battery_speech,"Idle battery life %s"
image_set_creator_activity_label,"Document Imaging Activity"
inAppNotificationMessage,"A new update is available for Maven."
inAppNotificationTitle,"An Update is Available"
inbound::addToPlanQuestion," for %1$s"
inbound::assignmentHeader,"Multiple Plan Types"
inbound::confirmPlanModal::addToPlan,"Add to Plan"
inbound::confirmPlanModal::cancel,Cancel
inbound::confirmPlanModal::removeFromPlan,"Remove from Plan"
inbound::confirmPlanModal::summaryLabel,"Shipment Summary"
inbound::confirmPlanModal::title,"Are you sure you want to ""<bold>%1$s</bold>"" %1$s"
inbound::constants::addToPlan,"This action could not be completed. Please try again later."
inbound::constants::assignedLabel,"Optimize to city route"
inbound::constants::closeError,"Routes can only be closed if they were submitted to dock and have an assigned trailer."
inbound::constants::dispatchError,"Routes can only be dispatched if they were closed and have an assigned driver."
inbound::constants::unassignedLabel,"Import as unassigned"
inbound::createRouteInstanceModal::button,"Create New Route"
inbound::createRouteInstanceModal::cancel,Cancel
inbound::createRouteInstanceModal::customRouteName,"Custom Route Name"
inbound::createRouteInstanceModal::customRouteName,"Custom Route Name"
inbound::createRouteInstanceModal::routeNameLabel,"Route Name"
inbound::createRouteInstanceModal::title,"Create New Route"
inbound::noTrailerInfo,"NO TRAILER INFORMATION AVAILABLE"
inbound::searchBarPlaceholder,"Search PRO, Zip, Consignee, City, Trailer"
inbound::shipmentsOverview::address,Address
inbound::shipmentsOverview::deselectAll,"Deselect All"
inbound::shipmentsOverview::edd,EDD
inbound::shipmentsOverview::eta,ETA
inbound::shipmentsOverview::pro,"PRO #"
inbound::shipmentsOverview::selectAll,"Select All"
inbound::shipmentsOverview::shipmentInfo,"Shipment Information"
inbound::shipmentsOverview::trailerCardActionCollapse,"Collapse All"
inbound::shipmentsOverview::trailerCardActionExpand,"Expand All"
inbound::sideBar::addToPlan,"Add to Plan"
inbound::sideBar::header,"Available Freight"
inbound::sideBar::numOfTrailers,"%1$s trailers"
inbound::sideBar::removeFromPlan,"Remove from Plan"
inbound::sorters::city,"City (asc)"
inbound::sorters::consignee,Consignee
inbound::sorters::deliveryDate,"Delivery Date (asc)"
inbound::sorters::etaAscending,"ETA (asc)"
inbound::sorters::etaDescending,"ETA (desc)"
inbound::sorters::name,Name
inbound::sorters::originTerminal,"Origin Terminal"
inbound::sorters::palletCount,"Pallet Count (desc)"
inbound::sorters::serviceDate,"Service Date"
inbound::sorters::shipmentCount,"Shipment Count (desc)"
inbound::sorters::weight,"Weight (desc)"
inbound::sorters::zipCode,"Zip code (asc)"
inbound::status::arrived,ARRIVED
inbound::status::dispatched,DISPATCHED
inbound::status::enRoute,"EN ROUTE"
inbound::status::loaded,LOADED
inbound::status::planning,PLANNING
inbound::status::unplanned,UNPLANNED
inbound::trailer::eta,ETA
inbound::trailer::manifestNumber,"Manifest Number"
inbound::trailer::name,Name
inbound::trailer::shipments,Shipments
inbound::trailer::trailerNumber,"Trailer Number"
interact,"Disable Auto Adjust"
internet_connection_required_to_check_for_updates,"Internet connection is required to check for updates"
invalid_code,"Sorry, no one found with that signup code"
invalid_login,"Incorrect Login Credentials Provided"
invalid_signup_code_length,"Please enter a valid signup code."
kilograms_definition,kilograms
kilograms_short_definition,kg
kilometers_definition,kilometers
kilometers_short_definition,km
layout::dispatch,Dispatch
layout::loadingError,"There was an error loading this page. Make sure you belong to a terminal in order to use Maven Dispatch."
layout::maven,Maven
layout::offlineError,"You are offline"
layout::report,"Submit report to Maven"
layout::reportBugTitle,"Maven has logged an error"
layout::undergoingCleanup,"Maven is performing a scheduled maintenance. Maven Dispatch will be offline for a couple of minutes."
layout::undergoingCleanupSupport,"Reach out to customer support if you are here for a prolonged time."
layout::unexpectedError,"An unexpected error has occurred. Please refresh this page and try again."
linehaul_auto_swap,"Auto Swap"
linehaul_cancel_auto_swap,"Cancel Auto Swap"
linehaul_override_and_confirm,"Override and confirm Swap"
linehaul_partnerEtaUnknown,"Relay Driver’s ETA is unavailable"
linehaul_relay_driver_arrived_at,"Relay Driver arrived at %1$s"
linehaul_relay_driver_eta_is,"Relay Driver’s ETA is %1$s"
linehaul_swap,Swap
linehaul_swap_override,"Swap override"
linehaul_swap_override_confirmation,"Your relay driver is not within the stop geo location, Do you want to override and confirm swap?"
linehaul_wait_for_relay_driver,"Wait for Relay Driver"
liters_definition,liters
liters_short_definition,L
lockOutTitle,"This is the lock out app"
logo,Logo
logoutPreferenceKey,user_logout
logoutPreferenceTitle,Logout
map::addLoad::addLoad,"Add Load"
map::addLoad::createLoad,"Create Load"
map::addLoad::creatingLoad,"Creating Load"
map::addLoad::dateBeforeTodayError,"The %1$s date cannot be before today."
map::addLoad::deliveryBeforePickupError,"The Delivery date cannot be before the Pickup date"
map::addLoad::deliveryDate,"delivery date"
map::addLoad::deliveryLocation,"delivery location"
map::addLoad::deliveryLocationLabel,"Delivery Location"
map::addLoad::dismissButton,Dismiss
map::addLoad::driver,driver
map::addLoad::driverLabel,Driver
map::addLoad::expectedWeight,"expected weight"
map::addLoad::expectedWeightLabel,"Expected Weight"
map::addLoad::locationDetailsLabel,"Location Details"
map::addLoad::manifestNumber,"manifest number"
map::addLoad::manifestNumberLabel,"Manifest Number"
map::addLoad::orderDescriptionLabel,"Order Description"
map::addLoad::pickupDat,"pickup date"
map::addLoad::pickupDate,"pickup date"
map::addLoad::pickupLocation,"pickup location"
map::addLoad::pickupLocationLabel,"Pickup Location"
map::addLoad::poundsPlaceHolder,Pounds
map::addLoad::receiver,receiver
map::addLoad::receiverNameLabel,"Receiver Name"
map::addLoad::requiredDateError,"A %1$s date is required"
map::addLoad::requiredError,"A %1$s is required."
map::addLoad::requiredPlaceholder,Required
map::addLoad::sectionTitle,"Order and Asset Information"
map::addLoad::shipmentDateTimeLabel,"%1$s Date and Time"
map::addLoad::shipper,shipper
map::addLoad::shipperNameLabel,"Shipper Name"
map::addLoad::title,"Add Load"
map::addLoad::trailerNumberLabel,"Trailer Number"
map::addLoad::unexpectedError,"An unexpected error has occurred."
map::map::hideTraffic,"Hide Traffic"
map::map::showTraffic,"Show Traffic"
map::routeActionsModal::closeDescription,"Select which routes you would like to close. The routes must be submitted to dock and have all assigned shipments in an “at dock” status."
map::routeActionsModal::closeError,"No planning routes are ready to be closed. The routes must be submitted to dock and have all assigned shipments in an “at dock” status."
map::routeActionsModal::closeRoutes,"Close Routes"
map::routeActionsModal::deleteShipmentsWarning,"This action will remove %1$s unassigned deliveries and %1$s unassigned pickups permanently from Maven Dispatch"
map::routeActionsModal::description,"Completing this action will send %1$s planning $t(common:route, {""count"": %1$s }) back to your fleet's TMS. Once synced, they will be removed from Maven Dispatch."
map::routeActionsModal::dismissButton,Dismiss
map::routeActionsModal::dispatchDescription,"Select which routes you would like to dispatch. The routes must be closed, have an assigned truck, and have an assigned driver."
map::routeActionsModal::dispatchError,"No closed routes are ready to be dispatched. The routes must be closed, have an assigned truck, and have an assigned driver."
map::routeActionsModal::noPlanningRoutesError,"No planning routes are selected to sync."
map::routeActionsModal::noRoutesFound,"No routes found"
map::routeActionsModal::numSelected,"%1$s $t(common:route, {""count"": %1$s }) selected"
map::routeActionsModal::removeUnassignedTitle,"Remove Unassigned Planning Shipments"
map::routeActionsModal::searchPlaceHolder,"Route Name"
map::routeActionsModal::selectAll,"Select All"
map::routeActionsModal::submit,Submit
map::routeActionsModal::submitDispatch,"Submit to Dispatch"
map::routeActionsModal::submitToDock,"Submit to Dock"
map::routeActionsModal::submitting,Submitting...
map::routeActionsModal::sync,Sync
map::routeActionsModal::syncToTMS,"Sync To TMS"
map::routeActionsModal::syncing,Syncing...
map::routeActionsModal::title,Actions
map::routeActionsModal::tmsDescription,"Select which routes you would like to send back to your fleet's TMS. Once synced, they will be removed from Maven Dispatch."
map::routeActionsModal::tmsError,"No planning routes to sync"
map::routeActionsModal::tmsErrorInbound,"No planning routes to submit to dock"
map::routeActionsModal::tmsInboundDescription,"Select which routes you would like to submit to dock."
map::routeActionsModal::unknownError,"An unknown error has occurred"
map::routeInfoBox::assignToRoute,"Assign to Route"
map::routeList::addLoad,"Add Load"
map::routeList::buttonReOptimize,"Optimize Routes"
map::routeList::buttonRoutesOptimized,"Routes Optimized"
map::routeList::compare,Compare
map::routeList::driverFirstName,"Driver First Name (a-z)"
map::routeList::driverLastName,"Driver Last Name (a-z)"
map::routeList::live,Live
map::routeList::optimizeAllRoutes,"Optimize All Routes"
map::routeList::routeName,"Route Name (a-z)"
map::routeList::searchPlaceHolder,"Driver or route name"
map::routeList::selectRoutes,"Select up to 10 routes."
map::routeList::sort,Sort
map::routeList::sortRoutesBy,"Sort Routes By"
map::routeList::summary,Summary
map::routeList::titleAssign,Assign
map::routeList::titleLoad,Load
map::routeList::titleRoutes,Routes
map::routeList::titleToggle,"Toggle Route List View"
map::routeListHelpModal::currentPallets,"Current Pallets"
map::routeListHelpModal::currentStatus,"Current Status"
map::routeListHelpModal::currentStop,"Current Stop"
map::routeListHelpModal::deliveries,Deliveries
map::routeListHelpModal::driving,Driving
map::routeListHelpModal::liveViewHeader,"Live View"
map::routeListHelpModal::onBreak,"On Break"
map::routeListHelpModal::pallets,Pallets
map::routeListHelpModal::pickups,Pickups
map::routeListHelpModal::projectedPalletsAndWeight,"Projected pallets and weight at route completion"
map::routeListHelpModal::stop,Stop
map::routeListHelpModal::stopsToGo,"Stops to go"
map::routeListHelpModal::summaryInfo,"Maven Dispatch provides you with two ways to view your routes."
map::routeListHelpModal::summaryViewHeader,"Summary View"
map::routeListHelpModal::terminal,Terminal
map::routeListHelpModal::timeInStatus,"Time in this status"
map::routeListHelpModal::title,"Tracking Routes and Drivers"
map::sideBar::allStops,"All Stops"
map::sideBar::checkStops,Checkstops
map::sideBar::failed,"Failed Stops"
map::sideBar::pending,"Pending Stops"
map::sideBar::unassigned,"Unassigned Stops"
map::todaysDispatchNavigation::allStops,"All Stops"
map::todaysDispatchNavigation::checkStops,Checkstops
map::todaysDispatchNavigation::failedStops,"Failed Stops"
map::todaysDispatchNavigation::pendingStops,"Pending Stops"
map::todaysDispatchNavigation::unassignedStops,"Unassigned Stops"
maps,Maps
maven_account,"In order to help you access your information anywhere and better protect your privacy, we kindly ask you to setup a Maven account."
maven_name_formatted,"<b>maven</b> machines"
maven_update,"We're making updates to Maven and rolling out some awesome new features."
maven_welcome,"Hi there,\nWelcome to Maven"
mealBreak,"MEAL BREAK"
measurementText::distanceText,"%1$s mi"
measurementText::weightMeasurement,lb
measurementText::weightMeasurementPlural,lbs.
measurementText::weightMeasurement_other,lbs
measurementText::weightMeasurement_plural,lbs
message_acknowledged_speech,"Acknowledgement received."
message_confirm_prompt_no_recognizer_speech,"Please nod to confirm message received."
message_confirm_prompt_speech,"After the beep, please nod or say OK to confirm message received or say repeat to hear again."
message_explain_permission_speech,"The maven copilot is cool, allow the re cord audio permission or else"
message_received_no_permission_speech,"New message from %1$s ..... %2$s"
message_received_speech,"New message from %1$s ..... %2$s ..... %3$s"
message_repeat_prompt_speech,"I didn't understand that, %1$s"
miles_definition,miles
miles_short_definition,mi
mobile_or_email,"Mobile number or email"
new_driver,"Driver Signup Code"
nickname,"Nickname or Handle (optional)"
no,No
noNewUpdatesTitle,"There are no new updates available"
no_account,"Don't have an account?"
no_code,"Already have a Maven account?"
no_trips_assigned_contact_dispatch,"No Trips Assigned.\n Contact Dispatch."
no_trips_found,"No Trips Found"
none,None
notificationAcceptanceButtonText,"UPDATE NOW"
notificationDismissButtonText,DISMISS
notification_ticker,"Maven Machines"
notification_title,"Maven Machines"
notification_workflow_dismiss,Dismiss
notification_workflow_system_text,"Maven has received an update"
notification_workflow_updated,"Workflow Updated"
ok,OK
onMealBreak,"On 30 Min Meal Break"
onTenMinuteBreak,"On 10 Min Paid Break"
open_in_maps,"Open in Maps"
organization,Organization
other,Other
overlays::changeTerminal::assignedStopWarning,"This stop is assigned to driver"
overlays::changeTerminal::assignedToDriverStopWarning,"This stop is already assigned to a driver"
overlays::changeTerminal::changeTerminal,"Change Terminal"
overlays::changeTerminal::changingTerminal,"Changing Terminal"
overlays::changeTerminal::description,"Select which terminal you would like to move"
overlays::changeTerminal::dismiss,Dismiss
overlays::changeTerminal::planningStopError,"Cannot move planning stops to other terminals."
overlays::changeTerminal::planningStopWarning,"You cannot move planning stops to another terminal."
overlays::changeTerminal::requiredTerminalError,"A terminal is required."
overlays::changeTerminal::selectTerminal,"Select Terminal"
overlays::changeTerminal::title,"Change Terminal"
overlays::changeTerminal::willUnassignStopWarning,"Changing terminals will unassign the stop from this driver"
overlays::comparativeRouteOverlay::buttonTitle,"Show route on the map"
overlays::comparativeRouteOverlay::buttonTitle_plural,"Show route on the map"
overlays::comparativeRouteOverlay::comparing,"Comparing %1$s $t(common:route, {""count"": %1$s})"
overlays::comparativeRouteOverlay::removeButtonText,Remove
overlays::completeStops::code,code
overlays::completeStops::code_other,codes
overlays::completeStops::code_plural,codes
overlays::completeStops::completeStop,"Complete Stop"
overlays::completeStops::completingStop,"Completing Stop"
overlays::completeStops::completionCodeRequiredError,"A %1$s completion code is required"
overlays::completeStops::directions,"To complete <0>%1$s %1$s</0>, fill in the form below. The %1$s $t(common:shipment, {""count"": %1$s }) on this stop will be given the below completion $t(code, {""count"": %1$s }) "
overlays::completeStops::dismiss,Dismiss
overlays::completeStops::noShipments,"contains no shipments. Please enter a note to complete the stop."
overlays::completeStops::noteLabel,Note
overlays::completeStops::selectCompletionCode,"Select %1$s Completion Code"
overlays::completeStops::title,"Complete Stop"
overlays::completeStops::unexpectedError,"An unexpected error has occurred."
overlays::mergeStops::description,"Select which route, location, and time window you'd like the merged stop to have."
overlays::mergeStops::dismissButton,Dismiss
overlays::mergeStops::endTimeLabel,"Stop End Time"
overlays::mergeStops::endTimePlaceholder,"Window End Time"
overlays::mergeStops::mergeStops,"Merge Stops"
overlays::mergeStops::mergingStops,"Merging Stops"
overlays::mergeStops::noCloseTime,"No close time"
overlays::mergeStops::noOpenTime,"No open time"
overlays::mergeStops::parentStopLabel,"Parent Stop Details"
overlays::mergeStops::requiredPlaceholder,Required
overlays::mergeStops::routeRequiredError,"A route is required"
overlays::mergeStops::selectRouteLabel,"Select Route to Assign"
overlays::mergeStops::startTimeError,"The start time cannot be greater than the end time."
overlays::mergeStops::startTimeLabel,"Stop Start Time"
overlays::mergeStops::startTimePlaceholder,"Window Start Time"
overlays::mergeStops::stopLocationLabel,"Stop Location"
overlays::mergeStops::stopLocationRequiredError,"A stop location is required"
overlays::mergeStops::stopSequenceNum,"Stop %1$s"
overlays::mergeStops::title,"Merge %1$s Stops Together"
overlays::mergeStops::warningHasFinishedStop,"Your selection contains stops that have been completed or canceled. Only the uncompleted stops will be merged."
overlays::mergeStops::warningPlanning,"You cannot merge planning and non-planning stops"
overlays::multiRouteOverlay::noStops,"No Stops in Route"
overlays::multiStopOverlay::assign,Assign
overlays::multiStopOverlay::cancel,Cancel
overlays::multiStopOverlay::merge,Merge
overlays::multiStopOverlay::stopSelectedText,"%1$s Stops Selected"
overlays::multiStopOverlay::unassign,Unassign
overlays::multiStopOverlay::unstage,Unstage
overlays::routeOverlay::addDriver,"Add Driver"
overlays::routeOverlay::arriveAtTerminal,"Arrive at Terminal"
overlays::routeOverlay::cancel,Cancel
overlays::routeOverlay::completedAt,"Completed route at %1$s"
overlays::routeOverlay::confirm,Confirm
overlays::routeOverlay::departFromTerminal,"Depart from Terminal"
overlays::routeOverlay::departedAt,"Departed at %1$s"
overlays::routeOverlay::edit,Edit
overlays::routeOverlay::estTime,"Est. Time"
overlays::routeOverlay::eta,"ETA %1$s"
overlays::routeOverlay::noStops,"No Stops in Route"
overlays::routeOverlay::numOfStagedStops,"%1$s Staged Stop"
overlays::routeOverlay::numOfStagedStops_other,"%1$s Staged Stops"
overlays::routeOverlay::numOfStagedStops_plural,"%1$s Staged Stops"
overlays::routeOverlay::optimizeRoute,"Optimize Route"
overlays::routeOverlay::revertBack,"Revert Back"
overlays::routeOverlay::routeOptimized,"Route Optimized"
overlays::routeOverlay::save,Save
overlays::routeOverlay::showRouteOnMap,"Show route on the map"
overlays::routeOverlay::totalDistance,"Total Distance"
overlays::routeOverlay::totalStem,"total STEM"
overlays::routeOverlay::trap,TRAP
overlays::routeOverlay::updatingRoute,"Updating Route..."
overlays::sameDay::addDelivery,"Add Delivery"
overlays::sameDay::addDelivery_other,"Add Deliveries"
overlays::sameDay::addDelivery_plural,"Add Deliveries"
overlays::sameDay::addingDelivery,"Adding Delivery"
overlays::sameDay::addingDelivery_other,"Adding Deliveries"
overlays::sameDay::addingDelivery_plural,"Adding Deliveries"
overlays::sameDay::cannotSplitPlanningStops,"You cannot split planning stops."
overlays::sameDay::description,"Select which shipments you'd like to assign as a same day delivery."
overlays::sameDay::dismiss,Dismiss
overlays::sameDay::error,"An error occurred. Please try again."
overlays::sameDay::helpText,"This will automatically generate a delivery stop upon successful pickup completion."
overlays::sameDay::noValidPickups,"No Valid Pickups Found"
overlays::sameDay::noValidPickupsFound,"No Valid Pickups Found"
overlays::sameDay::numDeliveriesSuccessfullyCreated,"%1$s deliveries successfully created"
overlays::sameDay::title,"Add Same Day Delivery"
overlays::sameDay::unknownConsignee,"Unknown Consignee"
overlays::splitStops::cannotRemoveAllError,"You cannot remove all shipments from a stop."
overlays::splitStops::cannotSplitCompleted,"Cannot Split Completed Shipments"
overlays::splitStops::currentStopTitle,"Current Stop"
overlays::splitStops::description,"Select which shipments you'd like to move to a new stop."
overlays::splitStops::dismissButton,Dismiss
overlays::splitStops::newStopTitle,"New Stop"
overlays::splitStops::noSelectedShipmentsError,"Please select at least 1 shipment to move to a new stop."
overlays::splitStops::splitStop,"Split Stop"
overlays::splitStops::splittingStop,"Splitting Stops"
overlays::splitStops::title,"Split Stop"
overlays::stopActions::addSameDay,"Add Same Day Delivery"
overlays::stopActions::changeTerminal,"Change Terminal"
overlays::stopActions::completeStop,"Complete Stop"
overlays::stopActions::noPickupNeeded,"No Pickup Needed"
overlays::stopActions::reActivateStop,"Re-activate Stop"
overlays::stopActions::splitStop,"Split Stop"
overlays::stopActions::title,"Stop Actions"
overlays::stopActions::undoSameDay,"Undo Same Day Delivery"
overlays::stopOverlay::assignmentDetails::assignedTo,"Assigned To"
overlays::stopOverlay::assignmentDetails::stagedOn,"Staged On"
overlays::stopOverlay::assignmentDetails::stopPosition,"Stop %1$s of %1$s $t(common:stop, {""count"": %1$s })"
overlays::stopOverlay::assignmentDetails::stopsAway_more,"%1$s Stop away"
overlays::stopOverlay::assignmentDetails::stopsAway_more_other,"%1$s Stops away"
overlays::stopOverlay::assignmentDetails::stopsAway_next,"Next stop"
overlays::stopOverlay::header::checkstopLabel,Checkstop
overlays::stopOverlay::header::geoCodedAs,"Geocoded As"
overlays::stopOverlay::header::notGeocoded,"Not Geocoded"
overlays::stopOverlay::overlayActions::assignStop,"Assign Stop"
overlays::stopOverlay::overlayActions::assignToName,"Assign To %1$s"
overlays::stopOverlay::overlayActions::cancelAction,Cancel
overlays::stopOverlay::overlayActions::unassignStop,"Unassign Stop"
overlays::stopOverlay::overlayActions::unstageStop,"Unstage Stop"
overlays::stopOverlay::overlayActions::working,Working...
overlays::stopOverlay::shipment::dest,"Dest: "
overlays::stopOverlay::shipment::scacTo,"SCAC To: %1$s"
overlays::stopOverlay::shipmentsList::noShipments,"No shipments found"
