ACC_Weekend,"Fin de Semana"
configuration_complete,"Configuración Completa"
configure,"CONFIGURE"
confirm,"CONFIRME"
confirm_lowercase,"Confirme"
consigneeDetails::address,"Dirección del consignatario"
consigneeDetails::comments,"comentarios"
consigneeDetails::consignee,"Consignatario"
consigneeDetails::contact,"Contacto del consignatario"
consigneeDetails::contract,"Contacto del consignatario"
consigneeDetails::customerOrderNumber,"Número de pedido del cliente"
consigneeDetails::deliveryWindow,"Ventana de tiempo de Entrega"
consigneeDetails::email,"Correo electrónico de contacto del consignatario"
consigneeDetails::name,"Nombre del consignatario"
consigneeDetails::name2,"$t(nombre)2"
consigneeDetails::phone,"Teléfono de contacto del consignatario"
consigneeDetails::title,"Detalles del consignatario"
continue_text,"Continuar"
core_workflow_notification_cancel,"Cancelar"
core_workflow_notification_close_alert,"Alerta cercana"
core_workflow_notification_message_stop_added,"Nueva Parada %1$s ha sido Agregada"
core_workflow_notification_message_stop_modified,"Se ha modificado %1$s una parada"
core_workflow_notification_message_stop_removed,"%1$s ha sido eliminado"
core_workflow_notification_message_trip_added,"Se agregó %1$s un nuevo viaje"
core_workflow_notification_message_trip_modified,"%1$s ha sido modificado"
core_workflow_notification_message_trip_removed,"%1$s ha sido eliminado"
core_workflow_notification_stop_added,"Parada Agregada"
core_workflow_notification_stop_arrived,"Llegada a la Parada"
core_workflow_notification_stop_arrived_title,"Detener llegada"
core_workflow_notification_stop_departed,"Parada de Salida"
core_workflow_notification_stop_departed_title,"Detener Salida"
core_workflow_notification_stop_modified,"Parada Modificada"
core_workflow_notification_stop_removed,"Parada Eliminada"
core_workflow_notification_trip_added,"Viaje Agregado"
core_workflow_notification_trip_modified,"Viaje Modificado"
core_workflow_notification_trip_removed,"Viaje Eliminado"
core_workflow_notification_view_stop,"Ver Parada"
core_workflow_notification_view_trip,"Ver Viaje"
cubicfeet_definition,"piescúbicos"
cubicmeters_definition,"metroscúbicos"
currentLocation,"Ver ubicación actual"
currentStatus,"Puntuación Actual"
dateTimeFormat::closes,"cierra %1$s"
dateTimeFormat::dayShort,"d"
dateTimeFormat::eta,"Hora estimada de llegada"
dateTimeFormat::hourShort,"h"
dateTimeFormat::hourTimeFormat,"h:mm a"
dateTimeFormat::minuteShort,"m"
dateTimeFormat::monthYear,"MMMM YYYY"
dateTimeFormat::opensAt,"Abre a las {{comenzarVentana, h:mma}}"
dateTimeFormat::secondShort,"s"
dateTimeFormat::starts,"Inicia %1$s"
decline,"Declinar"
declineInAppNotification,"DESCARTAR"
details_half_hour_speech,"Media hora"
details_half_speech,"y medio"
details_hour,"hr"
details_hour_speech,"Una hora"
details_hours,"hr"
details_hours_speech,"horas"
details_not_available,"N/A"
details_not_available_speech,"No Disponible"
details_page_title,"Resumen diario del conductor"
details_section_1_title,"Visión general"
details_section_2_title,"Revisiones de Espejo"
details_text_app_version,"Versión de la Aplicación %1$s"
details_text_battery_time,"Batería del copiloto:"
details_text_graph_units,"Revisiones de Espejo por minuto"
details_text_left_mirror_checks,"Comprobaciones del espejo izquierdo:"
details_text_maven_day_score,"Puntaje Maven de hoy"
details_text_miles_driven,"Millas Manejadas"
details_text_mirror_check_interval,"Revisar Espejo cada:"
details_text_no_data_graph_message,"Debe proporcionar datos para el gráfico."
details_text_percent_right_checks,"Porcentaje del lado derecho:"
details_text_right_mirror_checks,"Verificaciones del espejo derecho:"
details_text_sweet_spot_graph_title,"Gráfico de Punto Óptimo"
details_text_time_driving,"Tiempo Manejando"
details_text_total_mirror_checks,"Comprobaciones Totales del Espejo:"
details_under_half_hour,"<½ hr"
details_under_half_hour_speech,"Menos de media hora"
dismiss,"Descartar"
done,"Terminado"
driveImageDesc,"Estado de conducción"
driverID,"Identificación del conductor "
driverRulesetPreferenceKey,"Reglasdelconductor"
driverStatuses::specialServices,"Servicios Especiales"
driverStatuses::standard,"Ruta Estándar"
driverStatuses::unknownDriver,"Conductor desconocido"
driverStatuses::unknownVehicle,"Vehículo Desconocido"
driver_company,"Empresa del conductor"
driver_name,"Nombre del Conductor"
eld_truck_connection_status,"ELD Estado de Conexión del Dispositivo"
email,"Envíanos un correo electrónico"
email_or_phone,"Correo electrónico o número de teléfono"
enter_code,"Ingrese Su Código de Registro de Conductor"
enter_company_code_hint,"Código de la compañía "
enter_driver_id_hint,"Identificación del conductor"
error_get_trips_connection_failed,"Error de conexión: compruebe la conexión a Internet y vuelva a intentarlo"
error_get_trips_error_status,"Error del Servidor - Código de estado = [%1$d] - Actualice la página e intente nuevamente o comuníquese con el Soporte de Maven."
error_get_trips_parsing_error,"Respuesta desconocida: actualice la página e intente nuevamente o comuníquese con el soporte de Maven"
errors::invalidRequest,"Solicitud inválida."
errors::loadingError,"Hubo un error al cargar esta página."
est_definition,"EST"
eta_is,"Hora estimada de llegada: %1$s"
eventMap,"Cambiar al Mapa de Eventos"
explanation_location_services,"Los servicios de ubicación son necesarios para que funcionen los auriculares Maven Co-Pilot™."
filters::completionStatus::all,"Todos los estatus terminados"
filters::completionStatus::title,"Estatus"
filters::drivers::all,"Todos los choferes"
filters::drivers::title,"Conductores"
filters::header,"Filtrar"
filters::misc::endTimeTitle,"Ventana de Tiempo de Finalización"
filters::misc::maxValError,"No se puede poner como máximo menos de un min"
filters::misc::minValError,"No se puede poner un min como máximo"
filters::misc::openTimeTitle,"Ventana de Tiempo de Inicio"
filters::misc::palletsTitle,"Paletas"
filters::misc::resetOption,"Reiniciar"
filters::misc::weightTitle,"Peso"
filters::noResults,"No se han encontrado resultados"
filters::physicalStatus::all,"Todos los estatus físicos"
filters::physicalStatus::title,"Estado Físico"
filters::planningStatus::all,"Todos los estatus de planeación"
filters::planningStatus::loaded,"Cargado"
filters::planningStatus::planning,"Planificación"
filters::planningStatus::title,"Estado de Planificación"
filters::planningStatus::unplanned,"No planificado"
filters::routeStatus::all,"Todos los estatus de ruta"
filters::routeStatus::title,"Estado de la Ruta"
filters::shipmentTags::all,"Todas las marcas de envíos"
filters::shipmentTags::title,"Etiquetas de envío"
filters::showNonGeocodable,"Mostrar paradas no geocodificables"
filters::statusFilter::label,"Filtrar estados por"
filters::statusFilter::physicalStatus,"ESTADO FÍSICO"
filters::statusFilter::planningLabel,"ESTADO DE LA PLANIFICACIÓN"
filters::stopAssignmentStatus::all,"Todos los estatus asignados"
filters::stopAssignmentStatus::assigned,"Paradas asignadas"
filters::stopAssignmentStatus::staged,"Parada por Etapas"
filters::stopAssignmentStatus::title,"Estatus de asignación"
filters::stopAssignmentStatus::unassigned,"Paradas no Asignadas"
filters::stopType::all,"Todos los tipos de paradas"
filters::stopType::checkstops,"Parada de control"
filters::stopType::delivery,"Paradas de Entrega"
filters::stopType::lunch,"Paradas para Almorzar"
filters::stopType::pickup,"Paradas de Recolección"
filters::stopType::title,"Tipo de Parada"
filters::toolBar::miscButton,"Filtros Misc"
filters::toolBar::miscSectionTitle,"Filtrar misceláneo"
filters::toolBar::resetFilters,"Reiniciar Filtros"
filters::toolBar::returnToDefault,"Volver a predeterminado"
filters::toolBar::routesSectionTitle,"Filtrar Rutas"
filters::toolBar::shipmentsSectionTitle,"Filtrar envíos"
filters::toolBar::stopsSectionTitle,"Filtrar Paradas"
filters::vehicles::all,"Todos los vehículos"
filters::vehicles::title,"Vehículos"
filters::zones::all,"Todas las zonas"
filters::zones::title,"Zonas"
filters::zones::zoneFilter,"Filtro de Zonas"
finishBreakString,"Finalizar Descanso"
forgot_password,"¿Olvidaste tu Contraseña?"
forgot_password_instructions,"Por favor ingrese el número de teléfono móvil o el correo electrónico asociado con su cuenta de Maven"
forgot_password_text,"Una%1$s se ha enviado %2$s con la liga para actualizar su contraseña."
forgot_password_title,"Olvide la Contraseña"
gallons_definition,"galones"
gallons_short_definition,"gal"
goOffDutyButtonString,"Salir de Servicio"
goOnDutyButtonString,"Ir de Servicio"
googlePlayService_disabled,"No se pueden mostrar los mapas.<br> Los servicios de Google Play están apagados"
googlePlayService_notAvailable,"No se pueden mostrar los mapas."
googlePlayService_upgradeVersion,"No se pueden mostrar los mapas."
greeting,"¡Hola!"
grid::holdingArea::canceled,"Cancelado"
grid::holdingArea::checkStopsNoPickup,"Paradas de control - No es necesario recoger"
grid::holdingArea::futurePickups,"Recolecciones Futuras"
grid::holdingArea::futureStops,"Paradas Futuras"
grid::holdingArea::holdingStops,"Paradas de Espera"
grid::holdingArea::noStopsFound,"No se Encontraron Paradas"
grid::holdingArea::rescheduledPickups,"Recolecciones reprogramadas"
grid::holdingArea::stopsPanel::filterAndSort,"Filtrar &amp; Ordenar"
grid::holdingArea::stopsPanel::multiSelect,"Selección Múltiple"
grid::holdingArea::stopsPanel::selectMultipleStops,"Puede seleccionar varias paradas"
grid::holdingArea::tomorrow,"Mañana"
grid::holdingArea::unassigned,"Sin Asignar"
grid::holdingArea::unassignedStops,"Paradas no Asignadas"
grid::multiRoute::noManifests,"Sin Manifiestos"
grid::onDutyTimer,"Temporizador de servicio semanal ON"
grid::routeGrid::activeRoutes,"Rutas Activas"
grid::routeGrid::closedRoutes,"Rutas Cerradas"
grid::routeGrid::completedRoutes,"Rutas completas"
grid::routeGrid::createNewRoute,"Crear Ruta Nueva"
grid::routeGrid::noRoutes,"No se han agregado rutas"
grid::routeGrid::planningRoutes,"Planificación de Rutas"
grid::routeGrid::selectDriverName,"Seleccione un nombre de conductor para asignar parada(s)"
grid::routeGrid::unavailableRoutes,"Rutas no Disponibles"
grid::routeInstance::deleteRoute,"Eliminar Ruta"
grid::routeInstance::hideStops,"Esconder Paradas"
grid::routeInstance::noStops,"Sin paradas añadidas"
grid::routeInstance::submittedToDock,"Enviado al Puerto"
grid::routeInstanceHeader::loggedIn,"Conectado"
grid::routeInstanceHeader::manifestNum,"# de Manifiesto"
grid::routeInstanceHeader::notLoggedIn,"Sin Iniciar Sesión"
grid::routeInstanceHeader::trailerNum,"# de Remolque"
grid::routeInstanceHeader::truckNum,"Camión #"
grid::routeInstanceHeader::unknownVehicle,"Vehículo Desconocido"
grid::routeInstanceSummary::currentPallets,"Paletas Actuales"
grid::routeInstanceSummary::lunchNeeded,"Almuerzo necesario"
grid::routeInstanceSummary::projectedPalletsAndWeight,"Paletas proyectadas y peso al finalizar"
grid::routeInstanceSummary::stopsToGo,"Paradas por hacer"
grid::searchResult,"Resultado de búsqueda %1$s de %1$s"
grid::stagedStopsList::assignAll,"Asignar a un chofer"
grid::stagedStopsList::numOfStagedStops,"%1$s Parada en espera"
grid::stagedStopsList::numOfStagedStops_other,"%1$s Paradas en espera"
grid::stagedStopsList::numOfStagedStops_plural,"%1$s Paradas en espera"
grid::stopsListDroppableArea,"Suéltalo aquí para asignar paradas"
grid::unassignedStops::header,"Paradas no Asignadas"
grid::unassignedStops::hideStops,"Esconder Paradas"
grid::unassignedStops::noStops,"Sin Paradas sin Asignar"
grid::unassignedStops::stopsHidden_plural,"%1$s paradas escondida"
hard_brake_speech,"%1$s freno detectado. %2$.2f millas por hora por segundo"
head_bob,"Cabecear:"
header::backToSearch,"Regrese a la búsqueda"
header::home,"Inicio"
header::inbound,"Entrante"
header::language,"Idioma"
header::logout,"Cerrar sesión"
header::serviceDesk,"Escritorio de Servicio"
headsetImageDesc,"Estado de los Auriculares"
helpImageDescription,"Ayuda"
helpPageText,"Necesito ayuda"
helpText,"Ayuda"
help_support,"Ayuda &amp; Soporte"
helpers::calendar::daysOfWeek::0,"Su"
helpers::calendar::daysOfWeek::1,"Mo"
helpers::calendar::daysOfWeek::2,"Tu"
helpers::calendar::daysOfWeek::3,"Nosotros"
helpers::calendar::daysOfWeek::4,"Th"
helpers::calendar::daysOfWeek::5,"Fr"
helpers::calendar::daysOfWeek::6,"Sa"
helpers::clearFilter::clearFilterText,"Borrar Filtro y bajar al resultado"
helpers::clearFilter::loading,"Cargando..."
helpers::overlayReportBug::error,"mmm... algo salió mal."
helpers::overlayReportBug::reportBugTitle,"Maven ha registrado un error"
helpers::overlayReportBug::reportText,"Enviar reporte a Maven"
helpers::reportBugForm::bugPlaceholder,"p.ej. - Cuando intentaba asignar una parada, la tarjeta de parada continuaba girando por mucho tiempo"
helpers::reportBugForm::cancel,"Cancelar"
helpers::reportBugForm::close,"Cerrar"
helpers::reportBugForm::description,"Cuéntanos qué estabas haciendo cuando ocurrió el error"
helpers::reportBugForm::header,"Su dirección de correo electrónico"
helpers::reportBugForm::numOfCharacters,"%1$s/%1$s caracteres"
helpers::reportBugForm::reportBug,"Reportar un error"
helpers::reportBugForm::reportBugTitle,"Reportar un error"
helpers::reportBugForm::submit,"Enviar"
helpers::reportBugForm::submitting,"Enviando"
helpers::reportBugForm::subtitle,"Nuestro equipo será notificado."
helpers::reportBugForm::successTitle,"Su informe ha sido recibido."
helpers::searchDropdown::noResults,"No se han encontrado resultados"
home,"Inicio"
identity_question,"¿Este Eres tú?"
idle_battery_speech,"Duración de la batería inactiva %s"
image_set_creator_activity_label,"Actividad de imágenes de documentos"
inAppNotificationMessage,"Hay una actualización en Maven."
inAppNotificationTitle,"Actualización disponible"
inbound::addToPlanQuestion,"para %1$s"
inbound::assignmentHeader,"Múltiples Tipos de Planes"
inbound::noTrailerInfo,"NO HAY INFORMACIÓN DE TRÁILER DISPONIBLE"
inbound::searchBarPlaceholder,"Buscar PRO, Código Postal, Consignatario, Ciudad, Tráiler"
interact,"Deshabilitar ajuste automático"
internet_connection_required_to_check_for_updates,"Se requiere conexión a Internet para buscar actualizaciones"
invalid_code,"Lo sentimos, no se encontró a nadie con ese código de registro"
invalid_login,"Se proporcionaron credenciales de inicio de sesión incorrectas"
invalid_signup_code_length,"Por favor ingrese un código de registro válido."
kilograms_definition,"kilogramos"
kilograms_short_definition,"kg"
kilometers_definition,"kilómetros"
kilometers_short_definition,"km"
layout::dispatch,"Envío"
layout::loadingError,"Hubo un error al cargar esta página. Asegúrese de pertenecer a una terminal para usar Maven Dispatch."
layout::maven,"Maven"
layout::offlineError,"Estas desconectado"
layout::report,"Enviar reporte a Maven"
layout::reportBugTitle,"Maven ha registrado un error"
layout::undergoingCleanup,"Maven está realizando un mantenimiento programado. El despacho de Maven estará fuera de línea durante un par de minutos."
layout::undergoingCleanupSupport,"Póngase en contacto con el servicio de atención al cliente si está aquí por un tiempo prolongado."
layout::unexpectedError,"Error inesperado. Por favor recargue la página e intente de nuevo. "
linehaul_auto_swap,"Intercambio de tráiler"
linehaul_cancel_auto_swap,"Cancelar Auto Swap"
linehaul_override_and_confirm,"Anular y Confirmar el Intercambio"
linehaul_partnerEtaUnknown,"Conductor de retransmisión s ETA no disponible"
linehaul_relay_driver_arrived_at,"El conductor de retransmisión llegó a %1$s"
linehaul_relay_driver_eta_is,"Conductor de retransmisión s ETA es %1$s"
linehaul_swap,"Intercambio"
linehaul_swap_override,"Anulación de intercambio"
linehaul_swap_override_confirmation,"Su conductor de relevo no está dentro de la ubicación geográfica de parada. ¿Desea anular y confirmar el intercambio?"
linehaul_wait_for_relay_driver,"Esperar al conductor de retransmisión"
liters_definition,"litros"
liters_short_definition,"L"
lockOutTitle,"Esta es la aplicación de bloqueo"
logo,"Logo"
logoutPreferenceKey,"cerrar_sesión"
logoutPreferenceTitle,"Cerrar sesión"
map::addLoad::addLoad,"Agregar carga"
map::addLoad::createLoad,"Crear Carga"
map::addLoad::creatingLoad,"Creando Carga"
map::addLoad::dateBeforeTodayError,"La fecha %1$s no puede ser anterior a hoy."
map::addLoad::deliveryBeforePickupError,"La fecha de Entrega no puede ser anterior a la fecha de Recolección"
map::addLoad::deliveryDate,"fecha de entrega"
map::addLoad::deliveryLocation,"ubicación de la entrega"
map::addLoad::deliveryLocationLabel,"Ubicación de la Entrega"
map::addLoad::dismissButton,"Descartar"
map::addLoad::driver,"conductor"
map::addLoad::driverLabel,"Conductor"
map::addLoad::expectedWeight,"peso esperado"
map::addLoad::expectedWeightLabel,"Peso Esperado"
map::addLoad::locationDetailsLabel,"Detalles de Ubicación"
map::addLoad::manifestNumber,"número de manifiesto"
map::addLoad::manifestNumberLabel,"Número de Manifiesto"
map::addLoad::orderDescriptionLabel,"Descripción del Pedido"
map::addLoad::pickupDat,"fecha de recolección"
map::addLoad::pickupDate,"fecha de recolección"
map::addLoad::pickupLocation,"lugar de recolección"
map::addLoad::pickupLocationLabel,"Lugar de recolección"
map::addLoad::poundsPlaceHolder,"Libras"
map::addLoad::receiver,"destinatario"
map::addLoad::receiverNameLabel,"Nombre del destinatario"
map::addLoad::requiredDateError,"Se %1$s requiere la fecha"
map::addLoad::requiredError,"Se %1$s requiere."
map::addLoad::requiredPlaceholder,"Requerido"
map::addLoad::sectionTitle,"Información de pedidos y activos"
map::addLoad::shipmentDateTimeLabel,"%1$s Día y hora"
map::addLoad::shipper,"remitente"
map::addLoad::shipperNameLabel,"Nombre del Remitente"
map::addLoad::title,"Agregar carga"
map::addLoad::trailerNumberLabel,"Número de Remolque"
map::addLoad::unexpectedError,"Error inesperado."
map::map::hideTraffic,"Esconder Tráfico"
map::map::showTraffic,"Mostrar Tráfico"
map::routeActionsModal::closeDescription,"Seleccione las rutas que le gustaría cerrar. Las rutas deben enviarse al muelle y tener todos los envíos asignados en un estado "en el muelle"."
map::routeActionsModal::closeError,"No hay rutas de planificación listas para ser cerradas. Las rutas deben enviarse al muelle y tener todos los envíos asignados en un estado "en el muelle"."
map::routeActionsModal::closeRoutes,"Cerrar Rutas"
map::routeActionsModal::deleteShipmentsWarning,"Esta acción eliminará [%1$s:numUnplannedDeliveries] entregas no asignadas y [%1$s:numUnplannedPickups] recolecciones no asignadas permanentemente de Maven Dispatch"
map::routeActionsModal::dismissButton,"Descartar"
map::routeActionsModal::dispatchDescription,"Seleccione las rutas que le gustaría despachar. Las rutas deben estar cerradas, tener un camión asignado y tener un conductor asignado."
map::routeActionsModal::dispatchError,"No hay rutas cerradas listas para ser despachadas. Las rutas deben estar cerradas, tener un camión asignado y tener un conductor asignado."
map::routeActionsModal::noPlanningRoutesError,"No se han seleccionado rutas de planificación para sincronizar."
map::routeActionsModal::noRoutesFound,"No se encontraron rutas"
map::routeActionsModal::numSelected,"%1$s $t(común:ruta, \{\\cuenta\\: %1$s \}) seleccionada"
map::routeActionsModal::removeUnassignedTitle,"Eliminar envíos de planificación no asignados"
map::routeActionsModal::searchPlaceHolder,"Nombre de Ruta"
map::routeActionsModal::selectAll,"Seleccionar Todo"
map::routeActionsModal::submit,"Enviar"
map::routeActionsModal::submitDispatch,"Enviar reporte a la central"
map::routeActionsModal::submitToDock,"Enviar al Puerto"
map::routeActionsModal::submitting,"Enviando..."
map::routeActionsModal::sync,"Sincronizar"
map::routeActionsModal::syncToTMS,"Sincronizar a TMS"
map::routeActionsModal::syncing,"Sincronizando..."
map::routeActionsModal::title,"Acciones"
map::routeActionsModal::tmsDescription,"Seleccione qué rutas le gustaría enviar de regreso al TMS de su flota. Una vez sincronizados, se eliminarán de Maven Dispatch."
map::routeActionsModal::tmsError,"No hay rutas de planificación para sincronizar"
map::routeActionsModal::tmsErrorInbound,"No hay rutas de planificación para enviar al puerto."
map::routeActionsModal::tmsInboundDescription,"Seleccione las rutas que le gustaría enviar al puerto."
map::routeActionsModal::unknownError,"Error desconocido"
map::routeInfoBox::assignToRoute,"Asignar a la ruta"
map::routeList::addLoad,"Agregar carga"
map::routeList::buttonReOptimize,"Optimizar Rutas"
map::routeList::buttonRoutesOptimized,"Rutas Optimizadas"
map::routeList::compare,"Comparar"
map::routeList::driverFirstName,"Nombre de pila del conductor (a-z)"
map::routeList::driverLastName,"Apellido del Conductor (a-z)"
map::routeList::live,"Vivir"
map::routeList::optimizeAllRoutes,"Optimizar todas las Rutas"
map::routeList::routeName,"Nombre de Ruta (a-z)"
map::routeList::searchPlaceHolder,"Nombre del conductor o de la ruta"
map::routeList::selectRoutes,"Seleccione hasta 10 rutas."
map::routeList::sort,"Ordenar"
map::routeList::sortRoutesBy,"Ordenar Rutas por"
map::routeList::summary,"Resumen"
map::routeList::titleAssign,"Asignar"
map::routeList::titleLoad,"Carga"
map::routeList::titleRoutes,"Rutas"
map::routeList::titleToggle,"Alternar Vista de Lista de Rutas"
map::routeListHelpModal::currentPallets,"Paletas Actuales"
map::routeListHelpModal::currentStatus,"Estado Actual"
map::routeListHelpModal::currentStop,"Parada Actual"
map::routeListHelpModal::deliveries,"Entregas"
map::routeListHelpModal::driving,"Conduciendo"
map::routeListHelpModal::liveViewHeader,"Vista en Vivo "
map::routeListHelpModal::onBreak,"En Descanso"
map::routeListHelpModal::pallets,"Paletas"
map::routeListHelpModal::pickups,"Recolecciones"
map::routeListHelpModal::projectedPalletsAndWeight,"Paletas proyectadas y peso al finalizar la ruta"
map::routeListHelpModal::stop,"Parar"
map::routeListHelpModal::stopsToGo,"Paradas por hacer"
map::routeListHelpModal::summaryInfo,"El despacho de Maven le ofrece dos formas de ver sus rutas."
map::routeListHelpModal::summaryViewHeader,"Vista de Resumen"
map::routeListHelpModal::terminal,"Terminal"
map::routeListHelpModal::timeInStatus,"Tiempo en este estado"
map::routeListHelpModal::title,"Seguimiento de Rutas y Conductores"
map::sideBar::allStops,"Todas las paradas"
map::sideBar::checkStops,"Paradas de control"
map::sideBar::failed,"Paradas Fallidas"
map::sideBar::pending,"Paradas Pendientes"
map::sideBar::unassigned,"Paradas no Asignadas"
map::todaysDispatchNavigation::allStops,"Todas las paradas"
map::todaysDispatchNavigation::checkStops,"Paradas de control"
map::todaysDispatchNavigation::failedStops,"Paradas Fallidas"
map::todaysDispatchNavigation::pendingStops,"Paradas Pendientes"
map::todaysDispatchNavigation::unassignedStops,"Paradas no Asignadas"
maps,"Mapas"
maven_account,"Para ayudarlo a acceder a su información en cualquier lugar y protegerlo mejor, le pedimos amablemente que configure una cuenta de Maven."
maven_update,"Estamos actualizando Maven y lanzando algunas funciones nuevas e increíbles."
maven_welcome,"Hola,<br>Bienvenido a Maven"
mealBreak,"DESCANSO PARA COMER"
measurementText::weightMeasurement,"libra"
measurementText::weightMeasurementPlural,"libras."
measurementText::weightMeasurement_other,"libras"
measurementText::weightMeasurement_plural,"libras"
message_acknowledged_speech,"Reconocimiento recibido."
message_confirm_prompt_no_recognizer_speech,"Por favor asiente con la cabeza para confirmar el mensaje recibido."
message_confirm_prompt_speech,"Cuando escuche el sonido, por favor asiente con la cabeza o diga OK para confirmar el mensaje recibido o o diga repetir para escucharlo nuevamente."
message_explain_permission_speech,"El copiloto Maven es genial, permita el permiso de grabación de audio o de lo contrario"
message_received_no_permission_speech,"Mensaje nuevo de %1$s ..... %2$s"
message_received_speech,"Mensaje nuevo de %1$s ..... %2$s ..... %3$s"
message_repeat_prompt_speech,"No entendí eso, %1$s"
miles_definition,"millas"
miles_short_definition,"mi"
mobile_or_email,"Número de celular o correo electrónico"
new_driver,"Código de Registro del Conductor"
nickname,"Apodo o identificador (opcional)"
no,"No"
noNewUpdatesTitle,"No hay nuevas actualizaciones disponibles"
no_account,"¿No tienes una cuenta?"
no_code,"Ya tienes cuenta de Maven?"
no_trips_assigned_contact_dispatch,"Sin Viajes Asignados.<br> Contacte a la Central."
no_trips_found,"No se Encontraron Viajes"
none,"Ninguno"
notificationAcceptanceButtonText,"ACTUALIZAR AHORA"
notificationDismissButtonText,"DESCARTAR"
notification_ticker,"Máquinas Maven"
notification_title,"Máquinas Maven"
notification_workflow_dismiss,"Descartar"
notification_workflow_system_text,"Maven ha recibido una actualización"
notification_workflow_updated,"Flujo de trabajo actualizado"
ok,"OK"
onMealBreak,"En descanso para comer de 30 minutos"
onTenMinuteBreak,"En descanso pagado de 10 minutos"
open_in_maps,"Abra en mapas"
organization,"Organización"
other,"Otro"
overlays::multiStopOverlay::stopSelectedText,"%1$s Paradas Seleccionadas"
overlays::routeOverlay::save,"Guardar"
overlays::routeOverlay::showRouteOnMap,"Mostrar ruta en el mapa"
overlays::stopOverlay::shipment::dest,"Destino: "
overlays::stopOverlay::shipment::scacTo,"SCAC A: %1$s"
overlays::stopOverlay::shipmentsList::noShipments,"No se encontraron envíos"
overlays::stopOverlay::shipmentsList::title,"Entregas asociadas"
overlays::stopOverlay::stopDetails::checkStopNote,"Parada de control: "
pageNotFound::linkMessage,"Presione aquí para ir a la página inicial"
pageNotFound::sorryMessage,"Lo sentimos, no se pudo encontrar la página solicitada"
password,"Contraseña"
pdca_header_call_ahead_other,"Detalles adicionales del teléfono de entrega"
pdca_header_call_ahead_phone_numbers,"Números de teléfono de Llame con anticipación"
pdca_shipment_identifier_format_pickup,"REF#%1$s"
pdca_shipment_no_phone_number,"No Disponible"
pdca_tag_name_call_ahead,"Llame con anticipación"
performanceMap,"Cambiar al Mapa de Rendimiento"
permission_explanation_device_state,"<br>        El permiso de lectura del estado del teléfono nos permite asociar este dispositivo con su cuenta."
permission_explanation_location,"<br>        El permiso de la ubicación muestra su posición en el mapa."
permission_explanation_permanent_denied,"<br>         En la página siguiente, seleccione Permisos y concédanos todos los permisos.
         De lo contrario, los auriculares Maven Co-Pilot™ no podrán funcionar"
post_event_env,"producción"
pounds_definition,"libras"
pounds_short_definition,"libra"
preferencesActivityLoadingText,"Revisando actualizaciones…"
privacy_statement,"Nos tomamos la privacidad muy en serio. Esta será su cuenta personal y esta información no se compartirá con nadie, incluida su flota."
reenter,"Escriba la contraseña nuevamente"
relay_details,"Detalles de retransmisión"
requestedBy::contactName,"Nombre de contacto"
requestedBy::contactPhone,"Teléfono de contacto"
requestedBy::puSource,"PU Fuente"
requestedBy::requestedBy,"PU Solicitado por"
requestedBy::title,"Solicitado por"
required,"Requerido"
reset_password,"Restablecer la Contraseña"
reset_password_instructions,"Por favor complete el siguiente formulario para restablecer su contraseña."
reset_password_title,"Restablecer su contraseña"
routeDetails::driver,"Conductor"
routeDetails::driverNotes,"Notas del Conductor"
routeDetails::manifestNumber,"Número de Manifiesto"
routeDetails::powerUnit,"Unidad de Poder"
routeDetails::routeStatus,"Estado de la Ruta"
routeDetails::title,"Detalles de la Ruta"
routeDetails::trailerNum,"Número de Remolque"
routeStatus::aborted,"Suspendido"
routeStatus::atStop,"En la parada"
routeStatus::atTerminalArrived,"Llegó a la Terminal"
routeStatus::atTerminalDeparting,"Saliendo de la Terminal"
routeStatus::availableCap,"DISPONIBLE"
routeStatus::closed,"Cerrado"
routeStatus::closedCap,"CERRADO"
routeStatus::completed,"Completo"
routeStatus::completedCap,"COMPLETO"
routeStatus::driving,"Conduciendo"
routeStatus::inProgress,"En Progreso"
routeStatus::inactive,"Inactivo"
routeStatus::notStarted,"No Empezado"
routeStatus::planning,"Planificación"
routeStatus::planningCap,"PLANIFICACIÓN"
routeStatus::returningToTerminal,"Volviendo a la Terminal"
routeStatus::stopsComplete,"Paradas Completas"
routeStatus::unavailableCap,"NO DISPONIBLE"
save,"Guardar"
scoreCautionAlerts,"califiquealtertasdeprecaución"
scoreCaution_speech,"Cuidado su puntaje Maven es más bajo que 30"
scoreNotification,"califiquelanotificación"
scoreNotificationTime,"califiquetiempodenotificación"
scoreNotification_speech,"Su puntuación actual de Maven es %1$s"
searchPage::noResults,"No se han encontrado resultados"
searchPage::placeHolder,"Buscar por PRO o REF #"
searchPage::unexpectedError,"Error inesperado"
select,"Seleccione su Empresa"
settings,"Ajustes"
shipmentDocument::header,"Documentos de envío"
shipmentDocument::uploadedBy,"Cargado por %1$s en {{date, MMMM D, YYYY h:mm a}}"
shipmentHeader::driver,"Conductor"
shipmentHeader::proNumber,"Número PRO"
shipmentHeader::refNumber,"Número de Referencia"
shipmentHeader::route,"Ruta"
shipmentHeader::status,"Estado"
shipmentHeader::trailer,"Remolque"
shipmentInformation::destSCAC,"Destino SCAC"
shipmentInformation::destSIC,"Destino SIC"
shipmentInformation::destZipCode,"Código postal del destino"
shipmentInformation::driverNotes,"Notas del Conductor"
